time,r,r_95%CI LB,r_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
1,0.382496230758832,0.370088974103083,0.394709779306795,1,1,1,13.3598345881367,5.45766258645102,28.5690249092359
