time,r,r_95%CI LB,r_95%CI UB,a,a_95%CI LB,a_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
1,0.911739957015884,0.710566422056334,1.13258618709232,0.0745641876332573,0.0520547695735576,0.0963951609966888,1,1,1,8.39319939708252,3.11842649816048,16.0651929812077
