forecasting_horizon,MAE,MSE,Coverage 95%PI,WIS
1,14.6000051369465,213.160149998864,100,11.715
2,7.34343610123301,106.583847942968,100,10.200652173913
3,27.3355385013971,1581.70517803204,100,20.7057971014493
4,37.5771944530784,2352.5752275153,100,26.4639130434783
