time,r,r_95%CI LB,r_95%CI UB,a,a_95%CI LB,a_95%CI UB,K,K_95%CI LB,K_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
5,0.28974649024717,0.280351417141802,0.310936851739092,1,0.749138685230332,1,9627.8322741156,7770.5095181177,10000,27,27,27,6.53046238801041,2.48152191077231,13.8001992834056
