time,r,r_95%CI LB,r_95%CI UB,a,a_95%CI LB,a_95%CI UB,K,K_95%CI LB,K_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
9,0.357053812551875,0.34418948146915,0.38869424579815,0.99265016926524,0.756753171533381,1,6385.00520302585,6054.58230455024,7058.291676979,42,42,42,5.19502161274739,1.80858375877825,10.8894392076167
