time,r,r_95%CI LB,r_95%CI UB,a,a_95%CI LB,a_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
5,0.582773643039916,0.564618896460764,0.740641186375124,0.0503142448727125,0.05,0.0672250756785643,27,27,27,12.150776912723,5.49846530436273,22.3755767224316
