time,r,r_95%CI LB,r_95%CI UB,a,a_95%CI LB,a_95%CI UB,K,K_95%CI LB,K_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
1,1.00579774985946,0.519070702153421,1.13875651524466,0.108261917906156,0.1,0.423319524416198,9652.47812692549,3962.83042142967,9814.46597734582,1,1,1,8.57407178227632,3.07711644239404,17.3804015639082
