time,r,r_95%CI LB,r_95%CI UB,p,p_95%CI LB,p_95%CI UB,K,K_95%CI LB,K_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
5,0.29223415885001,0.278603608017006,0.383913004504676,1,0.948550092560003,1,9628.21882204487,8584.65110970114,10000,27,27,27,6.21974346867768,2.37679876257728,12.9867099646043
