time,r,r_95%CI LB,r_95%CI UB,p,p_95%CI LB,p_95%CI UB,K,K_95%CI LB,K_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
1,1.24600323803184,0.919406194794851,1.83705447917331,0.737704308685951,0.656834660237345,0.803482205644387,9999.99994421288,6642.33276848332,10000,1,1,1,8.53894751077792,3.37497388862165,16.8137349258864
