time,r,r_95%CI LB,r_95%CI UB,X0(1),X0(1)95%CI LB,X0(1)95%CI UB,alpha,alpha_95%CI LB,alpha_95%CI UB
5,0.257420730454506,0.250264113814945,0.264277967018372,27,27,27,13.5834845269347,5.8174280846419,25.3314155968638
